comm_no,strategy,contract,lot
shcu,st301a_cu_day,cu1907,1
shrb,st301a_rb_day,rb1910,45
shsp,st301a_sp_day,sp1909,1
shcu,st302a_cu_day,cu1907,1
shrb,st302a_rb_day,rb1910,60
shrb,st303a_rb_day,rb1910,45
shrb,st309a_rb_day,rb1910,45
shsp,st309a_sp_day,sp1909,1
shrb,st312a_rb_day,rb1910,50
shrb,st313a_rb_day,rb1910,50
shrb,st314a_rb_day,rb1910,40
shrb,st315a_rb_day,rb1910,50
shzn,st315a_zn_day,zn1906,1
shrb,st316a_rb_day,rb1910,45
shrb,st317a_rb_day,rb1910,50
