comm_no,strategy,contract,lot
zzma,st301a_zzma_day,MA905,0
zzsm,st301a_zzsm_day,SM901,0
zzma,st303a_zzma_day,MA905,0
zzsm,st303a_zzsm_day,SM901,0
zzma,st309a_zzma_day,MA905,0
